cast,crew,id
"[{'cast_id': 3, 'character': 'Taisto Olavi Kasurinen', 'credit_id': '52fe420dc3a36847f8000029', 'gender': 0, 'id': 54768, 'name': 'Turo Pajala', 'order': 0, 'profile_path': None}, {'cast_id': 4, 'character': 'Irmeli Katariina Pihlaja', 'credit_id': '52fe420dc3a36847f800002d', 'gender': 0, 'id': 54769, 'name': 'Susanna Haavisto', 'order': 1, 'profile_path': None}, {'cast_id': 5, 'character': 'Mikkonen', 'credit_id': '52fe420dc3a36847f8000031', 'gender': 2, 'id': 4826, 'name': 'Matti Pellonpää', 'order': 2, 'profile_path': '/7WuLvkuWphUAtW6QQwtF3WrwUKE.jpg'}, {'cast_id': 6, 'character': 'Riku', 'credit_id': '52fe420dc3a36847f8000035', 'gender': 0, 'id': 54770, 'name': 'Eetu Hilkamo', 'order': 3, 'profile_path': None}]","[{'credit_id': '52fe420dc3a36847f800001f', 'department': 'Writing', 'gender': 0, 'id': 16767, 'job': 'Screenplay', 'name': 'Aki Kaurismäki', 'profile_path': '/8nQcTzKUmRh6MPprd1n6iOauYPf.jpg'}, {'credit_id': '52fe420dc3a36847f8000025', 'department': 'Directing', 'gender': 0, 'id': 16767, 'job': 'Director', 'name': 'Aki Kaurismäki', 'profile_path': '/8nQcTzKUmRh6MPprd1n6iOauYPf.jpg'}, {'credit_id': '52fe420dc3a36847f800003b', 'department': 'Camera', 'gender': 2, 'id': 16769, 'job': 'Director of Photography', 'name': 'Timo Salminen', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000041', 'department': 'Editing', 'gender': 0, 'id': 54766, 'job': 'Editor', 'name': 'Raija Talvio', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000047', 'department': 'Art', 'gender': 2, 'id': 53836, 'job': 'Production Design', 'name': 'Risto Karhula', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f800004d', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 54771, 'job': 'Costume Design', 'name': 'Tuula Hilkamo', 'profile_path': None}]",2
"[{'cast_id': 42, 'character': 'Ted the Bellhop', 'credit_id': '52fe420dc3a36847f80001b7', 'gender': 2, 'id': 3129, 'name': 'Tim Roth', 'order': 0, 'profile_path': '/r4jtlboNqWPz2dOHafrPJE4Yd94.jpg'}, {'cast_id': 31, 'character': 'Man', 'credit_id': '52fe420dc3a36847f800018b', 'gender': 2, 'id': 3131, 'name': 'Antonio Banderas', 'order': 1, 'profile_path': '/85197jARsr06xQ84NhP9YoBL3sR.jpg'}, {'cast_id': 29, 'character': 'Angela', 'credit_id': '52fe420dc3a36847f8000183', 'gender': 1, 'id': 3130, 'name': 'Jennifer Beals', 'order': 2, 'profile_path': '/uYa9mUAh3YeFlACaY0rI0Oz7pRf.jpg'}, {'cast_id': 25, 'character': 'Elspeth', 'credit_id': '52fe420dc3a36847f8000173', 'gender': 1, 'id': 3125, 'name': 'Madonna', 'order': 3, 'profile_path': '/oWBpuX3Bxcp6pyP4KNKws0JibDD.jpg'}, {'cast_id': 41, 'character': 'Margaret', 'credit_id': '52fe420dc3a36847f80001b3', 'gender': 1, 'id': 3141, 'name': 'Marisa Tomei', 'order': 4, 'profile_path': '/w8qBpRcv04D5eSnnmvRL7PXyW36.jpg'}, {'cast_id': 43, 'character': 'Leo', 'credit_id': '52fe420dc3a36847f80001bb', 'gender': 2, 'id': 62, 'name': 'Bruce Willis', 'order': 5, 'profile_path': '/2B7RySy2WMVJKKEFN2XA3IFb8w0.jpg'}, {'cast_id': 38, 'character': 'Chester Rush', 'credit_id': '52fe420dc3a36847f80001a7', 'gender': 2, 'id': 138, 'name': 'Quentin Tarantino', 'order': 6, 'profile_path': '/9ci4NBvHXJktxjALdJsrtasqgtV.jpg'}, {'cast_id': 22, 'character': 'Jezebel', 'credit_id': '52fe420dc3a36847f8000167', 'gender': 1, 'id': 3122, 'name': 'Sammi Davis', 'order': 7, 'profile_path': '/1h6J7f0AZBGtn1kmfoipQVFZBaQ.jpg'}, {'cast_id': 23, 'character': 'Diana', 'credit_id': '52fe420dc3a36847f800016b', 'gender': 1, 'id': 3123, 'name': 'Amanda de Cadenet', 'order': 8, 'profile_path': '/m6poxt6GFglku6yregZH7NxElET.jpg'}, {'cast_id': 24, 'character': 'Athena', 'credit_id': '52fe420dc3a36847f800016f', 'gender': 1, 'id': 3124, 'name': 'Valeria Golino', 'order': 9, 'profile_path': '/fD4N460T7Yw8VTDG4YgoMSdMqhU.jpg'}, {'cast_id': 27, 'character': 'Raven', 'credit_id': '52fe420dc3a36847f800017b', 'gender': 1, 'id': 3127, 'name': 'Lili Taylor', 'order': 10, 'profile_path': '/pIJ4Enx6kIC9srLkDfGpEzfNlDZ.jpg'}, {'cast_id': 39, 'character': 'Long Hair Yuppy Scum', 'credit_id': '52fe420dc3a36847f80001ab', 'gender': 2, 'id': 2545, 'name': 'Lawrence Bender', 'order': 11, 'profile_path': '/5EzlP8qdCYQrhqEYB2MTmY74KFB.jpg'}, {'cast_id': 26, 'character': 'Eva', 'credit_id': '52fe420dc3a36847f8000177', 'gender': 1, 'id': 3126, 'name': 'Ione Skye', 'order': 12, 'profile_path': '/oiVKhuD2s4kNVnnAYUICtCjdzoC.jpg'}, {'cast_id': 28, 'character': 'Kiva', 'credit_id': '52fe420dc3a36847f800017f', 'gender': 1, 'id': 3128, 'name': 'Alicia Witt', 'order': 13, 'profile_path': '/pmKMhehztGEv2i7PPY20nP68j0f.jpg'}, {'cast_id': 30, 'character': 'Siegfried', 'credit_id': '52fe420dc3a36847f8000187', 'gender': 2, 'id': 2555, 'name': 'David Proval', 'order': 14, 'profile_path': '/ujBzP61tYlwqWpB3oOxknl1XuEg.jpg'}, {'cast_id': 32, 'character': 'Sarah', 'credit_id': '52fe420dc3a36847f800018f', 'gender': 1, 'id': 3132, 'name': 'Lana McKissack', 'order': 15, 'profile_path': None}, {'cast_id': 34, 'character': 'Wife', 'credit_id': '52fe420dc3a36847f8000197', 'gender': 1, 'id': 3134, 'name': 'Tamlyn Tomita', 'order': 16, 'profile_path': '/iX6zGWXFWLdUnxaVebXGzXXwgft.jpg'}, {'cast_id': 40, 'character': 'Betty', 'credit_id': '52fe420dc3a36847f80001af', 'gender': 1, 'id': 3138, 'name': 'Kathy Griffin', 'order': 17, 'profile_path': '/psg895Ye46vGenRdX0EXvGOm92p.jpg'}, {'cast_id': 37, 'character': 'Norman', 'credit_id': '52fe420dc3a36847f80001a3', 'gender': 2, 'id': 3137, 'name': 'Paul Calderon', 'order': 18, 'profile_path': '/2v8spXfKtaMbFZ25FrVsV0SAPwW.jpg'}, {'cast_id': 36, 'character': 'TV Dancing Girl', 'credit_id': '52fe420dc3a36847f800019f', 'gender': 1, 'id': 3136, 'name': 'Salma Hayek', 'order': 19, 'profile_path': '/u5mg73xKVqm8oT93HoMmsgQHyoK.jpg'}, {'cast_id': 33, 'character': 'Corpse', 'credit_id': '52fe420dc3a36847f8000193', 'gender': 1, 'id': 3133, 'name': 'Patricia Vonne', 'order': 20, 'profile_path': '/hQ5YETklKKI8FwTZoDREDYJ0K4I.jpg'}, {'cast_id': 35, 'character': 'Juancho', 'credit_id': '52fe420dc3a36847f800019b', 'gender': 0, 'id': 3135, 'name': 'Danny Verduzco', 'order': 21, 'profile_path': None}, {'cast_id': 44, 'character': 'Hooker', 'credit_id': '52fe420dc3a36847f80001bf', 'gender': 0, 'id': 37336, 'name': 'Kimberly Blair', 'order': 22, 'profile_path': None}, {'cast_id': 45, 'character': 'Sam the Bellhop', 'credit_id': '52fe420dc3a36847f80001c3', 'gender': 2, 'id': 3140, 'name': 'Marc Lawrence', 'order': 23, 'profile_path': '/l9BsvMMq9db1eSbnTGia0ymp1mv.jpg'}]","[{'credit_id': '52fe420dc3a36847f800011b', 'department': 'Sound', 'gender': 0, 'id': 3116, 'job': 'Original Music Composer', 'name': 'Combustible Edison', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000121', 'department': 'Art', 'gender': 2, 'id': 3117, 'job': 'Production Design', 'name': 'Gary Frutkoff', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000127', 'department': 'Sound', 'gender': 0, 'id': 3119, 'job': 'Sound Designer', 'name': 'Lance Brown', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f800012d', 'department': 'Directing', 'gender': 1, 'id': 3110, 'job': 'Director', 'name': 'Allison Anders', 'profile_path': '/rsfxpcNEdmNqZyNcct0J695LhBK.jpg'}, {'credit_id': '52fe420dc3a36847f8000133', 'department': 'Directing', 'gender': 2, 'id': 3111, 'job': 'Director', 'name': 'Alexandre Rockwell', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000139', 'department': 'Directing', 'gender': 2, 'id': 2294, 'job': 'Director', 'name': 'Robert Rodriguez', 'profile_path': '/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg'}, {'credit_id': '52fe420dc3a36847f800013f', 'department': 'Directing', 'gender': 2, 'id': 138, 'job': 'Director', 'name': 'Quentin Tarantino', 'profile_path': '/9ci4NBvHXJktxjALdJsrtasqgtV.jpg'}, {'credit_id': '52fe420dc3a36847f8000145', 'department': 'Production', 'gender': 2, 'id': 2545, 'job': 'Producer', 'name': 'Lawrence Bender', 'profile_path': '/5EzlP8qdCYQrhqEYB2MTmY74KFB.jpg'}, {'credit_id': '52fe420dc3a36847f800014b', 'department': 'Production', 'gender': 2, 'id': 138, 'job': 'Executive Producer', 'name': 'Quentin Tarantino', 'profile_path': '/9ci4NBvHXJktxjALdJsrtasqgtV.jpg'}, {'credit_id': '52fe420dc3a36847f8000151', 'department': 'Production', 'gender': 2, 'id': 3111, 'job': 'Executive Producer', 'name': 'Alexandre Rockwell', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000157', 'department': 'Production', 'gender': 2, 'id': 3118, 'job': 'Casting', 'name': 'Russell Gray', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f800015d', 'department': 'Art', 'gender': 2, 'id': 11423, 'job': 'Art Direction', 'name': 'Mayne Berke', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000163', 'department': 'Art', 'gender': 1, 'id': 9042, 'job': 'Set Decoration', 'name': 'Sara Andrews', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f80001c9', 'department': 'Writing', 'gender': 1, 'id': 3110, 'job': 'Writer', 'name': 'Allison Anders', 'profile_path': '/rsfxpcNEdmNqZyNcct0J695LhBK.jpg'}, {'credit_id': '52fe420dc3a36847f80001cf', 'department': 'Writing', 'gender': 2, 'id': 3111, 'job': 'Writer', 'name': 'Alexandre Rockwell', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f80001d5', 'department': 'Writing', 'gender': 2, 'id': 2294, 'job': 'Writer', 'name': 'Robert Rodriguez', 'profile_path': '/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg'}, {'credit_id': '52fe420dc3a36847f80001db', 'department': 'Writing', 'gender': 2, 'id': 138, 'job': 'Writer', 'name': 'Quentin Tarantino', 'profile_path': '/9ci4NBvHXJktxjALdJsrtasqgtV.jpg'}, {'credit_id': '52fe420dc3a36847f80001e1', 'department': 'Camera', 'gender': 2, 'id': 77162, 'job': 'Director of Photography', 'name': 'Rodrigo García', 'profile_path': '/2ZdPSluSqkggDp1nGqMCz1Odn4m.jpg'}, {'credit_id': '52fe420dc3a36847f80001e7', 'department': 'Camera', 'gender': 2, 'id': 3113, 'job': 'Director of Photography', 'name': 'Guillermo Navarro', 'profile_path': '/AfZkxrEiLlqqHONhfJyVOLrHR8A.jpg'}, {'credit_id': '52fe420dc3a36847f80001ed', 'department': 'Camera', 'gender': 2, 'id': 3114, 'job': 'Director of Photography', 'name': 'Phil Parmet', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f80001f3', 'department': 'Camera', 'gender': 2, 'id': 3115, 'job': 'Director of Photography', 'name': 'Andrzej Sekula', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f80001f9', 'department': 'Editing', 'gender': 1, 'id': 1041072, 'job': 'Editor', 'name': 'Margaret Goodspeed', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f80001ff', 'department': 'Editing', 'gender': 0, 'id': 3121, 'job': 'Editor', 'name': 'Elena Maganini', 'profile_path': None}, {'credit_id': '52fe420dc3a36847f8000205', 'department': 'Editing', 'gender': 1, 'id': 156, 'job': 'Editor', 'name': 'Sally Menke', 'profile_path': '/8cUdiGU7KhBgd8UNnoUYNCMZYgQ.jpg'}, {'credit_id': '52fe420dc3a36847f800020b', 'department': 'Editing', 'gender': 2, 'id': 2294, 'job': 'Editor', 'name': 'Robert Rodriguez', 'profile_path': '/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg'}, {'credit_id': '59a17735c3a36847d4028704', 'department': 'Sound', 'gender': 0, 'id': 1877413, 'job': 'Foley', 'name': 'David Gertz', 'profile_path': None}, {'credit_id': '557ddf469251410a2f000305', 'department': 'Production', 'gender': 2, 'id': 37334, 'job': 'Co-Producer', 'name': 'Paul Hellerman', 'profile_path': None}, {'credit_id': '557ddf50c3a368219c000320', 'department': 'Production', 'gender': 0, 'id': 37335, 'job': 'Co-Producer', 'name': 'Scott Lambert', 'profile_path': None}, {'credit_id': '557ddf5dc3a36821930003fa', 'department': 'Production', 'gender': 0, 'id': 37333, 'job': 'Co-Producer', 'name': 'Heidi Vogel', 'profile_path': None}, {'credit_id': '5636073cc3a3681b52019f3b', 'department': 'Sound', 'gender': 0, 'id': 6940, 'job': 'Music Supervisor', 'name': 'Karyn Rachtman', 'profile_path': None}, {'credit_id': '59a164b7925141779f028e8d', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 62277, 'job': 'Costume Design', 'name': 'Susan L. Bertram', 'profile_path': None}, {'credit_id': '59a164d2c3a36847d40275e2', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 46589, 'job': 'Costume Design', 'name': 'Mary Claire Hannan', 'profile_path': None}, {'credit_id': '59a165419251417781028b8d', 'department': 'Art', 'gender': 0, 'id': 1556697, 'job': 'Art Department Coordinator', 'name': 'Marisol Jiménez', 'profile_path': None}, {'credit_id': '59a16565925141774b02a597', 'department': 'Art', 'gender': 0, 'id': 1395016, 'job': 'Construction Coordinator', 'name': 'Brian Markey', 'profile_path': None}, {'credit_id': '59a16578925141779a02967e', 'department': 'Art', 'gender': 0, 'id': 1549015, 'job': 'Construction Foreman', 'name': 'Ray Maxwell', 'profile_path': None}, {'credit_id': '59a165c8c3a36847e5027b38', 'department': 'Art', 'gender': 0, 'id': 1877352, 'job': 'Lead Painter', 'name': 'Marc Gillson', 'profile_path': None}, {'credit_id': '59a165efc3a36847d40276fd', 'department': 'Art', 'gender': 0, 'id': 1851725, 'job': 'Painter', 'name': 'Carlos A. Chavez', 'profile_path': None}, {'credit_id': '59a16645c3a36847e5027bb2', 'department': 'Art', 'gender': 0, 'id': 1877353, 'job': 'Standby Painter', 'name': 'T.D. Donnelly', 'profile_path': None}, {'credit_id': '59a16b70c3a368480e027bef', 'department': 'Camera', 'gender': 0, 'id': 148455, 'job': 'First Assistant Camera', 'name': 'Ziad Doueiri', 'profile_path': '/pBApkpVNsR4V8UaG6S9xLMKfWKn.jpg'}, {'credit_id': '59a16b87c3a368480e027c0b', 'department': 'Camera', 'gender': 0, 'id': 1708344, 'job': 'Key Grip', 'name': 'Rick Stribling', 'profile_path': None}, {'credit_id': '59a16b9d925141774f028e18', 'department': 'Camera', 'gender': 0, 'id': 1877355, 'job': 'Grip', 'name': 'Elizabeth Bolden', 'profile_path': None}, {'credit_id': '59a16bb0c3a36847e50280c3', 'department': 'Camera', 'gender': 2, 'id': 56791, 'job': 'Steadicam Operator', 'name': 'Jonathan Brown', 'profile_path': None}, {'credit_id': '59a16bd5c3a36848300287da', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1547239, 'job': 'Costume Supervisor', 'name': 'Jacqueline Aronson', 'profile_path': None}, {'credit_id': '59a16becc3a368481e029726', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1877356, 'job': 'Costume Supervisor', 'name': 'Thomas G. Marquez', 'profile_path': None}, {'credit_id': '59a16ca0c3a36847c502bb99', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1745153, 'job': 'Hairstylist', 'name': 'Orlando', 'profile_path': None}, {'credit_id': '59a16cb6c3a368481e0297fd', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 144146, 'job': 'Key Hair Stylist', 'name': 'Ermahn Ospina', 'profile_path': None}, {'credit_id': '59a16d7d925141779a029e54', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1877357, 'job': 'Makeup Artist', 'name': 'Paul Starr', 'profile_path': None}, {'credit_id': '59a16d97c3a36847d4027e0a', 'department': 'Crew', 'gender': 0, 'id': 1851724, 'job': 'Carpenter', 'name': 'James C. Beeson', 'profile_path': None}, {'credit_id': '59a16daac3a36847e5028254', 'department': 'Crew', 'gender': 0, 'id': 1877359, 'job': 'Choreographer', 'name': 'Sissy Boyd', 'profile_path': None}, {'credit_id': '59a16db892514177a7029629', 'department': 'Crew', 'gender': 0, 'id': 1877360, 'job': 'Craft Service', 'name': 'Derek Hurd', 'profile_path': None}, {'credit_id': '59a16dc5925141774f02900a', 'department': 'Crew', 'gender': 0, 'id': 1686379, 'job': 'Driver', 'name': 'Darrell Dubovsky', 'profile_path': None}, {'credit_id': '59a16de4925141779f02977a', 'department': 'Crew', 'gender': 0, 'id': 1877361, 'job': 'Post Production Assistant', 'name': 'Ben Parker', 'profile_path': None}, {'credit_id': '59a16df2925141779a029ec7', 'department': 'Art', 'gender': 0, 'id': 1552012, 'job': 'Property Master', 'name': 'Lynda Reiss', 'profile_path': None}, {'credit_id': '59a16e29c3a36848300289fb', 'department': 'Crew', 'gender': 0, 'id': 1877363, 'job': 'Security', 'name': 'Nick Roberts', 'profile_path': None}, {'credit_id': '59a16e45c3a368480e027e51', 'department': 'Crew', 'gender': 0, 'id': 1877365, 'job': 'Set Medic', 'name': 'Patrice Carbaugh', 'profile_path': None}, {'credit_id': '59a16e58c3a36847e50282f4', 'department': 'Crew', 'gender': 0, 'id': 1877361, 'job': 'Set Production Assistant', 'name': 'Ben Parker', 'profile_path': None}, {'credit_id': '59a16e6c925141774f0290ae', 'department': 'Crew', 'gender': 0, 'id': 1602889, 'job': 'Special Effects Coordinator', 'name': 'Paul Taglianetti', 'profile_path': None}, {'credit_id': '59a16edac3a36847f602927f', 'department': 'Crew', 'gender': 0, 'id': 1877369, 'job': 'Stand In', 'name': 'Michael Boyce Harris', 'profile_path': None}, {'credit_id': '59a16eeec3a36847c502be1c', 'department': 'Crew', 'gender': 0, 'id': 1877370, 'job': 'Transportation Captain', 'name': 'Dotti Thompson', 'profile_path': None}, {'credit_id': '59a16f01c3a368480e027f13', 'department': 'Crew', 'gender': 0, 'id': 1419160, 'job': 'Transportation Coordinator', 'name': 'P. Gerald Knight', 'profile_path': None}, {'credit_id': '59a16f12925141779f02989c', 'department': 'Production', 'gender': 0, 'id': 64744, 'job': 'Unit Production Manager', 'name': 'Debbie Hayn-Cass', 'profile_path': None}, {'credit_id': '59a16f2792514177a70297a5', 'department': 'Crew', 'gender': 0, 'id': 1622121, 'job': 'Unit Publicist', 'name': 'Nancy Willen', 'profile_path': None}, {'credit_id': '59a16f3fc3a36847d4027fa6', 'department': 'Directing', 'gender': 2, 'id': 71901, 'job': 'First Assistant Director', 'name': 'Douglas Aarniokoski', 'profile_path': '/dQ5FUVrjKNzXEADBCg3DDSWewhW.jpg'}, {'credit_id': '59a16f62c3a368480e027f71', 'department': 'Directing', 'gender': 0, 'id': 1120536, 'job': 'First Assistant Director', 'name': 'Fernando Altschul', 'profile_path': None}, {'credit_id': '59a16f78925141774b02aff4', 'department': 'Directing', 'gender': 0, 'id': 1342669, 'job': 'Script Supervisor', 'name': 'Jayne-Ann Tenggren', 'profile_path': None}, {'credit_id': '59a16f8bc3a368481e029acf', 'department': 'Editing', 'gender': 0, 'id': 1564233, 'job': 'Color Timer', 'name': 'Mike Stanwick', 'profile_path': None}, {'credit_id': '59a16faac3a36847f6029352', 'department': 'Editing', 'gender': 0, 'id': 1877377, 'job': 'First Assistant Editor', 'name': 'Bob Allen', 'profile_path': None}, {'credit_id': '59a16fb892514177a702981b', 'department': 'Editing', 'gender': 0, 'id': 64315, 'job': 'First Assistant Editor', 'name': 'Erik C. Andersen', 'profile_path': None}, {'credit_id': '59a16fcc925141775b029c36', 'department': 'Lighting', 'gender': 0, 'id': 1601800, 'job': 'Best Boy Electric', 'name': 'Edgar Arellano', 'profile_path': None}, {'credit_id': '59a1700a925141779302a4ab', 'department': 'Lighting', 'gender': 0, 'id': 1877378, 'job': 'Electrician', 'name': 'Marcel DeJure', 'profile_path': None}, {'credit_id': '59a17018c3a3684830028c07', 'department': 'Lighting', 'gender': 0, 'id': 1877379, 'job': 'Gaffer', 'name': 'Chuck Smith', 'profile_path': None}, {'credit_id': '59a1702992514177810295da', 'department': 'Production', 'gender': 1, 'id': 20540, 'job': 'Casting Associate', 'name': 'Randi Hiller', 'profile_path': None}, {'credit_id': '59a17039925141774f02926e', 'department': 'Production', 'gender': 0, 'id': 1401374, 'job': 'Location Manager', 'name': 'Robert Earl Craft', 'profile_path': None}, {'credit_id': '59a1704a925141774b02b0c1', 'department': 'Production', 'gender': 0, 'id': 1877380, 'job': 'Production Accountant', 'name': 'Deborah Hebert', 'profile_path': None}, {'credit_id': '59a176ae925141779f029f6e', 'department': 'Production', 'gender': 0, 'id': 1402054, 'job': 'Production Coordinator', 'name': 'Dawn Todd Curfman', 'profile_path': None}, {'credit_id': '59a176c2c3a368478f02876d', 'department': 'Production', 'gender': 2, 'id': 37334, 'job': 'Production Manager', 'name': 'Paul Hellerman', 'profile_path': None}, {'credit_id': '59a176d5925141779302abba', 'department': 'Production', 'gender': 0, 'id': 64744, 'job': 'Production Supervisor', 'name': 'Debbie Hayn-Cass', 'profile_path': None}, {'credit_id': '59a176e4925141779302abcb', 'department': 'Sound', 'gender': 2, 'id': 1695796, 'job': 'Boom Operator', 'name': 'Paul Koronkiewicz', 'profile_path': None}, {'credit_id': '59a176fbc3a368483002926e', 'department': 'Sound', 'gender': 0, 'id': 1357671, 'job': 'First Assistant Sound Editor', 'name': 'Tim Tuchrello', 'profile_path': None}, {'credit_id': '59a17751925141779a02a7f7', 'department': 'Sound', 'gender': 0, 'id': 1415642, 'job': 'Music Editor', 'name': 'Denise Okimoto', 'profile_path': None}, {'credit_id': '59a1776dc3a368480e02872e', 'department': 'Sound', 'gender': 0, 'id': 1410954, 'job': 'Production Sound Mixer', 'name': 'Pawel Wdowczak', 'profile_path': None}, {'credit_id': '59a17786925141779302ac86', 'department': 'Sound', 'gender': 0, 'id': 80824, 'job': 'Sound Editor', 'name': 'Jay Nierenberg', 'profile_path': None}, {'credit_id': '59a1779bc3a36847c502c783', 'department': 'Sound', 'gender': 0, 'id': 1412227, 'job': 'Sound Effects Editor', 'name': 'Glenn Hoskinson', 'profile_path': None}, {'credit_id': '59a177b4c3a368481e02a239', 'department': 'Sound', 'gender': 0, 'id': 1438571, 'job': 'Supervising Sound Editor', 'name': 'Bruce Fortune', 'profile_path': None}, {'credit_id': '59a177d3c3a368478f02885c', 'department': 'Crew', 'gender': 0, 'id': 1552088, 'job': 'Special Sound Effects', 'name': 'Victor Iorillo', 'profile_path': None}, {'credit_id': '59a177e7925141779a02a87a', 'department': 'Crew', 'gender': 0, 'id': 1877415, 'job': 'Studio Teachers', 'name': 'Jan D. Tys', 'profile_path': None}, {'credit_id': '59a177fbc3a36847c502c7f2', 'department': 'Crew', 'gender': 2, 'id': 100888, 'job': 'Creative Consultant', 'name': 'Chuck Jones', 'profile_path': '/6JpwLPN4ugD5sw5Z0zjPQf6nhh8.jpg'}, {'credit_id': '59a17819c3a36847d4028802', 'department': 'Sound', 'gender': 0, 'id': 1412242, 'job': 'Dolby Consultant', 'name': ""Thom 'Coach' Ehle"", 'profile_path': None}]",5
